car,price,body,miles,engV,engType,registration,year,model,drive,Age
Toyota,6900,hatch,109,1.3,Gas,yes,2007,Yaris,front,12
Volkswagen,24000,sedan,105,2,Diesel,yes,2012,Passat CC,front,7
UAZ,1000,crossover,3,2.4,Petrol,yes,1986,469Б,full,33
Bogdan,4900,sedan,410,1.6,Gas,yes,2015,2110,front,4
Mitsubishi,8400,sedan,147,2,Petrol,yes,2007,Lancer,front,12
Peugeot,13700,hatch,54,1.6,Petrol,yes,2013,208,front,6
Nissan,12500,crossover,89,1.6,Petrol,yes,2011,Juke,front,8
Toyota,9950,sedan,142,1.8,Petrol,yes,2008,Avensis,front,11
Audi,33900,other,14,1.8,Petrol,yes,2014,TT,front,5
Mitsubishi,6500,sedan,133,1.6,Petrol,yes,2007,Lancer,front,12
Mercedes-Benz,6800,van,250,1.7,Diesel,yes,2003,Vaneo,front,16
Mercedes-Benz,5400,other,300,3.2,Gas,yes,1997,E-Class,rear,22
Hyundai,27800,crossover,93,3,Diesel,yes,2012,ix55 (Veracruz),full,7
Mazda,26800,sedan,31,NA,Petrol,yes,2015,6,front,4
VAZ,2150,hatch,180,1.5,Gas,yes,1996,2109,front,23
Porsche,24900,crossover,88,4.8,Petrol,yes,2008,Cayenne,full,11
ZAZ,5500,sedan,60,1.5,Petrol,yes,2013,Vida,front,6
GAZ,1800,sedan,100,2.3,Gas,yes,2000,3110,rear,19
Nissan,9960,van,90,1.5,Diesel,yes,2013,NV,front,6
Fiat,9200,vagon,67,1.4,Petrol,yes,2013,Doblo пасс.,front,6
Ford,19700,sedan,57,2,Petrol,yes,2012,Mondeo,front,7
VAZ,1350,sedan,233,1.3,Petrol,yes,1984,2105,rear,35
Nissan,10900,sedan,120,2.3,Petrol,yes,2006,Teana,front,13
Volkswagen,8300,hatch,147,1.6,Gas,yes,2006,Golf Plus,front,13
Renault,5000,sedan,200,1.4,Petrol,yes,2007,Clio,front,12
Audi,14200,sedan,176,3,Diesel,yes,2005,A6,full,14
Daewoo,4600,sedan,35,1.3,Petrol,yes,2013,Sens,front,6
Audi,3500,sedan,1,2,Other,yes,1988,90,front,31
Mazda,7500,sedan,169,2,Petrol,yes,2005,3,front,14
Lexus,22499,crossover,165,3.5,Gas,yes,2008,RX 350,full,11
VAZ,2600,vagon,37,1.5,Petrol,yes,2006,2104,rear,13
Toyota,8700,hatch,38,1.6,Petrol,yes,2008,Auris,front,11
Subaru,13500,crossover,203,2,Gas,yes,2008,Forester,full,11
Kia,3499,sedan,220,1.5,Petrol,yes,2001,Shuma,front,18
Alfa Romeo,2350,vagon,230,1.9,Diesel,no,2003,156,front,16
Kia,9447.75,crossover,53,1.6,Petrol,yes,2013,Sportage,front,6
Citroen,7700,hatch,39,1,Petrol,yes,2012,C1,front,7
Opel,4900,sedan,300,1.8,Gas,yes,1998,Vectra B,front,21
Peugeot,13700,hatch,2,1.2,Petrol,yes,2016,208,front,3
VAZ,3550,hatch,67,1.6,Petrol,yes,2008,1119,front,11
Fiat,6600,van,87,1.3,Diesel,yes,2012,Doblo груз.,front,7
Hyundai,10100,sedan,150,2,Gas,yes,2008,Sonata,front,11
Kia,7500,sedan,165,2,Petrol,yes,2006,Magentis,front,13
Mercedes-Benz,18500,sedan,143,5.5,Petrol,yes,2007,S 550,full,12
Audi,23500,crossover,245,3,Diesel,yes,2007,Q7,full,12
Mercedes-Benz,5800,van,282,2.2,Diesel,yes,2001,Vito пасс.,front,18
Audi,33000,crossover,60,2,Petrol,yes,2011,Q5,full,8
Volkswagen,24500,crossover,62,2,Diesel,yes,2012,Passat CC,front,7
Hyundai,20700,sedan,18,2.4,Gas,yes,2014,Sonata,front,5
Mercedes-Benz,39500,sedan,30,1.6,Petrol,yes,2014,C-Class,rear,5
Toyota,19900,sedan,28,1.6,Petrol,yes,2014,Corolla,front,5
BMW,36900,crossover,82,3,Petrol,yes,2010,X6,full,9
Ford,40000,crossover,12,3.5,Other,yes,2014,Explorer,full,5
Volkswagen,0,van,277,2.5,Diesel,yes,2001,T4 (Transporter) пасс.,front,18
VAZ,3600,sedan,189,1.6,Gas,yes,2007,2115,front,12
Porsche,45900,crossover,54,3.6,Petrol,yes,2011,Cayenne,full,8
Bentley,55000,sedan,100,6,Petrol,yes,2006,Continental,full,13
Audi,35900,sedan,105,2,Diesel,yes,2014,A6,front,5
Chevrolet,5300,sedan,196,1.5,Other,yes,2007,Aveo,front,12
BYD,6000,sedan,64,1.6,Gas,yes,2008,F3,front,11
Toyota,4650,hatch,170,1,Petrol,yes,2002,Yaris,front,17
Toyota,3800,sedan,220,1.6,Petrol,yes,1994,Carina,front,25
BYD,6700,hatch,20,1.5,Petrol,yes,2012,F3R,front,7
Mercedes-Benz,102800,van,0,2.2,Diesel,yes,2016,V 250,rear,3
Mitsubishi,7500,sedan,195,1.6,Gas,yes,2007,Lancer,front,12
Seat,14500,sedan,40,1.2,Petrol,yes,2014,Toledo,front,5
Hyundai,4300,van,250,2.5,Diesel,yes,2001,H1 груз.,rear,18
Ford,11200,hatch,67,1,Petrol,yes,2013,B-Max,front,6
Daewoo,3500,sedan,180,1.5,Petrol,yes,2004,Lanos,front,15
Nissan,1600,vagon,330,1.5,Petrol,yes,1984,Sunny,front,35
Great Wall,7800,crossover,95,2.4,Gas,yes,2008,Hover,full,11
Ford,11950,van,60,1.5,Diesel,yes,2015,Courier,front,4
Renault,5899,vagon,189,NA,Diesel,no,2012,Megane,front,7
BMW,8400,sedan,220,2.2,Gas,yes,2001,5 Series,rear,18
Alfa Romeo,15300,sedan,62,2.2,Petrol,yes,2009,159,front,10
Kia,6300,hatch,89,1.1,Petrol,yes,2006,Picanto,front,13
Volkswagen,18500,sedan,217,3,Diesel,yes,2006,Phaeton,full,13
Mitsubishi,15700,other,68,1.8,Petrol,yes,2011,ASX,front,8
Dacia,5400,sedan,105,1.4,Petrol,yes,2009,Logan,front,10
Renault,11111,vagon,190,1.5,Diesel,yes,2011,Laguna,front,8
Smart,7000,other,42,1,Petrol,yes,2012,Fortwo,rear,7
VAZ,3899,sedan,67,1.6,Petrol,yes,2012,2115,front,7
Chery,3400,sedan,80,1.6,Gas,yes,2009,Amulet,front,10
Mercedes-Benz,8200,sedan,260,3,Diesel,yes,1997,S 300,rear,22
Hyundai,5900,hatch,106,1.6,Petrol,yes,2006,Getz,front,13
BMW,8850,vagon,280,2.5,Diesel,yes,2000,525,rear,19
Moskvich-AZLK,400,sedan,1,10,Petrol,yes,1985,2140,rear,34
BMW,13700,sedan,122,2,Petrol,yes,2007,318,rear,12
Nissan,19999,crossover,45,2,Petrol,yes,2013,X-Trail,full,6
Volkswagen,4100,sedan,88,1.8,Gas,yes,1993,Vento,front,26
BMW,4800,vagon,400,2.5,Diesel,yes,1994,525,rear,25
Peugeot,9600,van,66,1.6,Diesel,yes,2014,Partner груз.,front,5
Chrysler,2700,van,111,2.5,Diesel,no,2003,Grand Voyager,front,16
Daewoo,1300,sedan,172,1.5,Petrol,no,2000,Lanos,front,19
Chevrolet,23900,hatch,33,1.4,Other,yes,2014,Volt,front,5
Mercedes-Benz,5900,crossover,271,2.7,Diesel,no,2003,ML 270,full,16
Mercedes-Benz,4000,crossover,287,4,Diesel,no,2003,ML 400,full,16
Honda,8700,sedan,150,1.8,Petrol,yes,2008,Civic,front,11
Renault,7999,van,92,1.5,Diesel,yes,2013,Kangoo груз.,front,6
Nissan,14700,hatch,21,NA,Other,yes,2013,Leaf,front,6
BMW,62900,crossover,1,2,Diesel,yes,2016,X5,full,3
Bentley,60000,sedan,54,6,Petrol,yes,2009,Continental,full,10
Land Rover,39900,crossover,124,5,Petrol,yes,2011,Range Rover,full,8
BMW,47000,other,5,2,Petrol,yes,2014,Z4,rear,5
Skoda,5800,sedan,250,1.6,Petrol,yes,2001,Octavia,front,18
Kia,7900,sedan,147,2,Gas,yes,2008,Cerato,front,11
Audi,18400,vagon,151,2,Diesel,yes,2010,A4,front,9
BMW,8100,vagon,180,2,Diesel,no,2011,118,front,8
Mazda,4600,sedan,230,2,Petrol,yes,1997,626,front,22
VAZ,1950,other,25,1.5,Gas,yes,1998,2109,front,21
VAZ,4000,hatch,104,1.6,Petrol,yes,2008,2112,front,11
Chevrolet,5800,sedan,172,NA,Other,yes,2008,Aveo,front,11
Volkswagen,3600,sedan,320,1.8,Gas,yes,1989,Passat B3,front,30
Chevrolet,5400,sedan,170,2,Gas,yes,2005,Evanda,front,14
BMW,19900,other,218,3,Petrol,yes,2007,335,rear,12
BMW,34900,vagon,136,2,Diesel,yes,2012,520,rear,7
Lexus,22900,sedan,120,4.6,Petrol,yes,2008,LS 460,rear,11
Fiat,8500,van,200,2,Diesel,yes,2007,Scudo пасс.,front,12
ZAZ,899,other,15,1.2,Petrol,yes,1991,968,rear,28
Chevrolet,5700,sedan,80,1.5,Petrol,yes,2007,Aveo,front,12
Mercedes-Benz,19900,other,52,1.8,Petrol,yes,2007,SLK 200,rear,12
Citroen,4999,vagon,200,1.6,Diesel,yes,2008,Berlingo пасс.,front,11
Honda,6200,other,170,2,Petrol,yes,1995,Prelude,front,24
Nissan,88888,crossover,0,3,Diesel,yes,2009,Patrol,full,10
BMW,21000,hatch,79,1.6,Petrol,yes,2013,118,rear,6
Mercedes-Benz,2300,hatch,175,1.4,Petrol,no,2000,A 140,front,19
Audi,6900,sedan,327,3.7,Petrol,yes,1997,A8,full,22
BMW,6500,sedan,1,3,Petrol,yes,1995,730,rear,24
Volkswagen,5300,vagon,259,1.6,Gas,yes,1995,Passat B4,front,24
Mercedes-Benz,1950,sedan,1,2,Diesel,yes,1979,200,rear,40
Acura,8550,sedan,145,3.2,Petrol,yes,2005,TL,front,14
Skoda,3650,sedan,210,NA,Diesel,no,2007,Octavia A5,front,12
BMW,45500,sedan,42,2,Diesel,yes,2014,520,rear,5
BMW,11700,sedan,270,3,Diesel,yes,2003,530,rear,16
Volkswagen,4999,hatch,131,1.4,Petrol,yes,2002,Polo,front,17
Opel,5300,hatch,1,2,Gas,yes,1997,Vectra B,front,22
Kia,14200,sedan,60,1.6,Petrol,yes,2013,Cerato,front,6
Ford,3500,van,200,2,Gas,yes,1989,Transit пасс.,rear,30
Audi,3700,hatch,420,2,Diesel,no,2004,A3,front,15
Dadi,6600,other,105,2.4,Petrol,yes,2007,Shuttle,full,12
Volkswagen,10800,van,156,1.6,Diesel,yes,2012,Caddy груз.,front,7
Toyota,9003.15,sedan,43,1.3,Petrol,yes,2014,Corolla,front,5
Kia,5700,sedan,128,1.4,Petrol,yes,2007,Rio,front,12
Fiat,6500,van,123,1.4,Petrol,yes,2011,Doblo груз.,front,8
BMW,5800,other,400,2,Petrol,yes,1998,520,rear,21
Mitsubishi,23900,crossover,1,1.8,Petrol,yes,2015,ASX,front,4
Volkswagen,10500,van,176,1.6,Diesel,yes,2012,Caddy груз.,front,7
Mercedes-Benz,173333,other,0,3,Petrol,yes,2016,S 400,full,3
Opel,0,vagon,255,1.6,Petrol,yes,1994,Astra F,front,25
Infiniti,29900,crossover,113,3.5,Gas,yes,2008,FX 35,full,11
Citroen,3500,van,200,1.9,Diesel,yes,1998,Berlingo груз.,front,21
Opel,5700,sedan,170,1.4,Gas,yes,2005,Astra G,front,14
UAZ,5500,crossover,20,3,Gas,yes,1972,469,full,47
Daewoo,3500,sedan,110,1.5,Petrol,yes,2007,Lanos,front,12
Chrysler,4250,sedan,197,2.7,Petrol,yes,2004,Sebring,front,15
VAZ,0,hatch,1,1.5,Gas,yes,1998,2109 (Балтика),front,21
Skoda,12500,sedan,105,1.8,Petrol,yes,2010,Superb,front,9
Skoda,2400,hatch,111,1.3,Petrol,yes,1996,Felicia,front,23
Renault,10200,other,39,1.5,Diesel,yes,2014,Kangoo пасс.,front,5
Volkswagen,13500,sedan,104,1.8,Petrol,yes,2010,Passat B6,front,9
Mitsubishi,6500,crossover,285,2.5,Diesel,yes,1991,Pajero,full,28
BMW,31000,vagon,15,NA,Other,yes,2015,I3,front,4
Citroen,4950,vagon,100,3,Petrol,yes,2003,C5,front,16
Geely,4600,sedan,74,1.6,Gas,yes,2010,MK,front,9
VAZ,3100,sedan,187,1.6,Petrol,yes,2007,21099,front,12
Fiat,15100,vagon,29,1.4,Gas,yes,2014,500 L,front,5
Fiat,5100,van,175,1.9,Diesel,yes,2002,Scudo пасс.,front,17
BMW,4100,sedan,350,2.4,Diesel,yes,1992,525,rear,27
Mitsubishi,9000,crossover,200,2,Gas,yes,2006,Outlander,full,13
Mitsubishi,1450,crossover,245,2.8,Diesel,no,1996,Pajero,full,23
Audi,17000,crossover,127,3,Diesel,no,2013,Q7,full,6
BMW,8500,sedan,245,2.2,Petrol,yes,2002,523,rear,17
Ford,56700,other,0,2.3,Petrol,yes,2016,Mustang,rear,3
Hyundai,6400,hatch,79,1.4,Petrol,yes,2007,Getz,front,12
Rover,5500,sedan,203,2,Petrol,yes,2000,75,front,19
Opel,6100,sedan,193,1.4,Petrol,yes,2007,Astra G,front,12
Mercedes-Benz,24500,crossover,236,5,Petrol,yes,2000,G 500,full,19
VAZ,4700,sedan,16,1.6,Petrol,yes,2008,2115,front,11
Mercedes-Benz,8300,sedan,233,3.2,Diesel,yes,2001,320,rear,18
Skoda,8600,sedan,80,1.8,Gas,yes,2008,Octavia Tour,front,11
Honda,16200,crossover,92,2,Gas,yes,2008,CR-V,full,11
Toyota,12900,sedan,134,2.4,Gas,yes,2007,Camry,front,12
Renault,11700,van,150,2.3,Diesel,yes,2012,Master груз.,front,7
Skoda,8400,sedan,110,1.6,Petrol,yes,2008,Octavia Tour,front,11
Opel,7000,vagon,115,1.7,Diesel,yes,2009,Astra G,front,10
Renault,2900,hatch,280,NA,Diesel,no,2005,Scenic,front,14
Dodge,3550,sedan,303,2,Gas,yes,1994,Neon,front,25
Kia,12900,crossover,202,2.5,Diesel,yes,2007,Sorento,full,12
Daewoo,3450,sedan,134,0.8,Petrol,yes,2008,Matiz,front,11
Mercedes-Benz,13100,sedan,160,3.7,Petrol,yes,2003,S 350,rear,16
Mercedes-Benz,4000,sedan,405,2,Diesel,yes,1992,200,rear,27
Ford,8200,van,123,1.8,Diesel,yes,2008,C-Max,front,11
Geely,3700,sedan,68,1.5,Petrol,yes,2011,CK-2,front,8
Volkswagen,9300,van,154,2,Gas,yes,2010,Caddy пасс.,front,9
ZAZ,1800,sedan,120,1.2,Petrol,yes,2008,1103 Славута,front,11
SsangYong,16200,crossover,21,2,Diesel,yes,2014,Kyron,full,5
Toyota,14700,hatch,98,1.6,Gas,yes,2013,Auris,front,6
Mercedes-Benz,42500,sedan,140,5.5,Petrol,yes,2011,S 500,full,8
Daewoo,3800,sedan,94,1.5,Petrol,yes,2008,Nexia,front,11
Mazda,9700,hatch,49,1.5,Petrol,yes,2009,2,front,10
BMW,11800,crossover,210,3,Diesel,no,2006,X5,full,13
VAZ,703.95,sedan,187,1.6,Petrol,yes,1985,2107,rear,34
Nissan,3700,sedan,250,2,Other,yes,1995,Maxima,rear,24
BMW,3700,sedan,305,1.9,Petrol,no,2000,318,rear,19
Kia,18800,crossover,86,2.4,Gas,yes,2012,Sorento,full,7
VAZ,5100,crossover,5,1.7,Petrol,yes,2000,2121,full,19
Volkswagen,16450,van,143,2,Diesel,yes,2012,T5 (Transporter) груз,front,7
Audi,30500,vagon,152,3,Diesel,yes,2012,A6,full,7
Volkswagen,7800,vagon,289,NA,Diesel,yes,2003,Passat B5,front,16
Volkswagen,35000,sedan,74,4.2,Gas,yes,2011,Phaeton,full,8
Mercedes-Benz,23500,van,161,2.2,Diesel,yes,2011,Vito пасс.,full,8
Audi,8700,sedan,202,3.7,Gas,yes,1998,A8,full,21
Land Rover,55000,crossover,75,3,Diesel,yes,2013,Range Rover Sport,full,6
Ford,40600,other,0,2.2,Diesel,yes,2016,Ranger,full,3
Chevrolet,7000,sedan,123,2,Petrol,yes,2008,Epica,front,11
Peugeot,2700,other,400,2.5,Diesel,yes,1995,Boxer груз.,front,24
ZAZ,6900,sedan,52,1.5,Gas,yes,2013,Vida,front,6
Mercedes-Benz,74900,other,32,6.3,Petrol,yes,2007,CL 63 AMG,rear,12
SsangYong,10900,crossover,183,2.7,Diesel,yes,2006,Rexton,full,13
Ford,36155,crossover,0,2,Diesel,yes,2016,Kuga,full,3
Audi,49900,other,79,4.2,Petrol,yes,2007,R8,full,12
Mitsubishi,11960,other,140,2.5,Diesel,yes,2007,L 200,full,12
Peugeot,9000,hatch,108,1.6,Diesel,yes,2008,308,front,11
Alfa Romeo,2300,sedan,122,1.6,Petrol,yes,1991,75,rear,28
Toyota,19200,crossover,190,2.7,Gas,yes,2005,Land Cruiser Prado,full,14
BMW,2800,sedan,300,1.8,Other,yes,1987,318,rear,32
Geely,6200,sedan,12,1.5,Petrol,yes,2013,CK-2,front,6
Chevrolet,8000,sedan,49,1.5,Petrol,yes,2011,Aveo,front,8
Mercedes-Benz,11000,van,300,2.2,Diesel,yes,2007,Vito пасс.,rear,12
Ford,18300,crossover,36,2.5,Petrol,yes,2012,Kuga,full,7
Chevrolet,4300,sedan,118,1.5,Gas,yes,2005,Aveo,front,14
Lexus,2990,sedan,200,3,Petrol,no,1997,GS 300,rear,22
Volkswagen,34500,crossover,108,3,Diesel,yes,2012,Touareg,full,7
Peugeot,4700,sedan,315,2,Petrol,yes,2003,406,front,16
Suzuki,8750,sedan,89,1.6,Petrol,yes,2008,SX4,front,11
Audi,0,sedan,166,3,Gas,yes,2005,A6,full,14
Audi,53700,crossover,67,3,Petrol,yes,2013,A6 Allroad,full,6
ZAZ,1650,hatch,103,1.2,Gas,yes,2002,1102 Таврия,front,17
VAZ,6500,crossover,7,NA,Gas,yes,2015,2121,full,4
Nissan,16600,hatch,13,NA,Other,yes,2014,Leaf,front,5
Citroen,13800,hatch,94,1.6,Diesel,yes,2013,C4,front,6
Fiat,6500,van,168,1.3,Diesel,yes,2011,Fiorino пасс.,front,8
Volkswagen,4500,vagon,220,2,Diesel,no,2005,Touran,front,14
Ford,7800,vagon,106,1.4,Petrol,yes,2011,Fusion,front,8
ZAZ,8436.285,sedan,8,1.5,Gas,yes,2015,Vida,front,4
VAZ,2500,sedan,82,1.5,Petrol,yes,2007,2107,rear,12
Opel,7100,hatch,201,1.6,Gas,yes,2005,Astra H,front,14
Opel,10800,van,220,2,Diesel,yes,2006,Vivaro пасс.,front,13
Nissan,16990,crossover,70,1.6,Petrol,yes,2014,Juke,front,5
Mercedes-Benz,42500,sedan,110,3,Diesel,yes,2011,S 350,full,8
Peugeot,9500,vagon,123,1.6,Other,yes,2008,Partner пасс.,front,11
Mercedes-Benz,3550,sedan,238,2.2,Diesel,no,2001,E-Class,rear,18
Volkswagen,17200,van,230,3.2,Gas,yes,2008,Multivan,front,11
Chery,4600,crossover,55,1.3,Petrol,yes,2011,Beat,front,8
Toyota,27800,crossover,98,2.2,Diesel,yes,2013,Rav 4,full,6
Opel,7290,sedan,209,2.2,Petrol,yes,2004,Vectra C,front,15
BMW,0,sedan,145,2,Diesel,yes,2007,320,rear,12
Audi,14300,sedan,175,3,Petrol,yes,2006,A6,full,13
Toyota,26200,other,73,2.5,Diesel,yes,2012,Hilux,full,7
VAZ,4450,vagon,30,1.4,Petrol,yes,2012,1117,front,7
Honda,16300,crossover,111,2.4,Petrol,yes,2008,CR-V,full,11
Toyota,17500,hatch,45,1.6,Petrol,yes,2014,Auris,front,5
Jaguar,39900,sedan,24,2,Petrol,yes,2016,XE,rear,3
Volkswagen,10500,other,270,2.5,Diesel,yes,2007,T5 (Transporter) пасс.,front,12
BMW,10800,other,191,2.2,Petrol,yes,2002,320,rear,17
Mercedes-Benz,35500,sedan,100,3.5,Petrol,yes,2010,S 350,full,9
Audi,1750,vagon,330,1.9,Diesel,no,1996,A4,front,23
Chevrolet,6000,crossover,203,1.7,Petrol,yes,2007,Niva,full,12
Mitsubishi,12300,other,175,2.5,Diesel,yes,2008,L 200,full,11
Volkswagen,10700,vagon,171,1.9,Diesel,yes,2010,Caddy пасс.,front,9
Mercedes-Benz,16555,sedan,159,3.5,Gas,yes,2006,CLS 350,rear,13
Citroen,6700,van,108,1.6,Diesel,yes,2007,Berlingo пасс.,front,12
Jaguar,10300,sedan,164,2.5,Petrol,yes,2006,X-Type,full,13
Rolls-Royce,130000,other,43,6.75,Petrol,yes,2006,Phantom,rear,13
BMW,5800,sedan,270,4.4,Petrol,yes,1996,540,rear,23
Renault,4299,vagon,300,1.5,Diesel,yes,2003,Kangoo пасс.,front,16
Ford,16600,other,30,2.2,Diesel,yes,2013,Ranger,full,6
Chevrolet,94400,van,1,5.3,Petrol,yes,2014,Express пасс.,full,5
Land Rover,95555,crossover,60,4.4,Diesel,yes,2014,Range Rover,full,5
Geely,9900,sedan,79,2,Gas,yes,2014,Emgrand 8,front,5
Renault,10200,vagon,151,1.5,Diesel,yes,2011,Megane,front,8
Chery,6350,crossover,77,2.4,Gas,yes,2008,Tiggo,front,11
Nissan,7500,sedan,192,10,Gas,yes,2003,Maxima,front,16
Lexus,22500,sedan,120,3.5,Petrol,yes,2010,GS 350,full,9
Land Rover,46900,crossover,115,3,Diesel,yes,2012,Range Rover Sport,full,7
Toyota,8900,crossover,153,2,Petrol,yes,2003,Rav 4,full,16
Volvo,5999,sedan,168,2,Petrol,yes,2000,S80,front,19
BMW,12500,crossover,176,3,Gas,yes,2002,X5,full,17
Toyota,5500,crossover,188,2,Petrol,yes,1999,Rav 4,full,20
Land Rover,6900,crossover,167,2.5,Gas,yes,2003,Freelander,full,16
Daewoo,2500,hatch,12,1.6,Gas,yes,1998,Nubira,front,21
Mercedes-Benz,2100,other,350,2.4,Diesel,yes,1988,MB груз.,front,31
Ferrari,205000,other,12,4.5,Petrol,yes,2012,458 Italia,rear,7
Volkswagen,10900,sedan,136,1.8,Petrol,yes,2008,Passat B6,front,11
Renault,9200,hatch,12,1.2,Petrol,yes,2013,Sandero,front,6
VAZ,1100,sedan,38,1.5,Gas,yes,1990,2107,rear,29
Volkswagen,9650,vagon,200,1.4,Gas,yes,2009,Passat B6,front,10
Audi,31500,sedan,80,2,Petrol,yes,2013,A6,front,6
Peugeot,15700,vagon,55,1.6,Diesel,yes,2012,3008,front,7
BMW,12800,sedan,140,2.2,Petrol,yes,2005,520,rear,14
BMW,22500,other,100,3,Petrol,yes,2007,630,rear,12
Toyota,19800,crossover,44,2,Petrol,yes,2013,Rav 4,front,6
Mercedes-Benz,6400,hatch,177,2,Diesel,no,2008,B 200,front,11
Porsche,54500,sedan,77,4.8,Petrol,yes,2012,Panamera,full,7
Opel,8500,sedan,230,2.2,Petrol,yes,2006,Vectra C,front,13
BMW,19000,crossover,215,3,Diesel,yes,2006,X5,full,13
Skoda,10500,sedan,170,1.8,Gas,yes,2008,Superb,front,11
Nissan,13900,hatch,45,NA,Other,yes,2012,Leaf,front,7
Audi,69999,crossover,21,3,Petrol,yes,2015,A6 Allroad,full,4
Volkswagen,51900,crossover,30,3,Diesel,yes,2015,Touareg,full,4
Daewoo,4100,sedan,68,1.3,Gas,yes,2011,Sens,front,8
Volkswagen,10600,van,240,2.5,Diesel,yes,2009,T5 (Transporter) пасс.,front,10
Acura,8699,sedan,145,3.2,Gas,yes,2005,TL,front,14
BMW,17700,sedan,98,2,Petrol,yes,2011,320,rear,8
Chevrolet,12500,sedan,43,1.8,Petrol,yes,2012,Cruze,front,7
Audi,21000,sedan,210,4.2,Petrol,yes,2009,A8,full,10
Skoda,10200,hatch,180,1.9,Diesel,yes,2008,Octavia A5,front,11
Mercedes-Benz,2500,vagon,122,2.3,Petrol,yes,1987,230,rear,32
BMW,51500,crossover,23,3,Petrol,yes,2013,X6,full,6
Chevrolet,12500,sedan,43,1.8,Petrol,yes,2012,Cruze,front,7
BMW,39900,crossover,82,3,Petrol,yes,2011,X6,full,8
Toyota,35900,crossover,84,3,Diesel,yes,2013,Land Cruiser Prado,full,6
Nissan,18500,crossover,42,1.6,Petrol,yes,2012,Juke,full,7
Mazda,11999,crossover,110,2.3,Petrol,yes,2008,CX-7,full,11
Lexus,13999,sedan,128,3,Petrol,yes,2006,GS 300,full,13
Citroen,19900,hatch,103,1.6,Diesel,yes,2012,DS5,front,7
Renault,9300,vagon,184,1.5,Diesel,yes,2011,Megane,front,8
Nissan,20820,crossover,27,1.6,Gas,yes,2015,Juke,front,4
Opel,6490,van,290,1.9,Diesel,yes,2004,Vivaro пасс.,front,15
Mercedes-Benz,41500,other,26,NA,Diesel,yes,2013,E-Class,rear,6
VAZ,3300,sedan,103,1.6,Petrol,yes,2006,2110,front,13
Subaru,4700,sedan,164,2,Petrol,yes,1998,Legacy,full,21
Volkswagen,9599,sedan,88,1.6,Petrol,yes,2014,Polo,front,5
Mitsubishi,13200,crossover,124,3,Gas,yes,2008,Pajero Sport,full,11
Toyota,28900,crossover,120,3.5,Petrol,yes,2011,Highlander,full,8
Hyundai,23999,crossover,62,2.2,Diesel,yes,2012,Santa FE,full,7
Toyota,35555,crossover,40,3.5,Petrol,yes,2013,Highlander,full,6
Kia,33419.1,crossover,0,2.2,Diesel,yes,2015,Sorento,full,4
Audi,20500,sedan,106,1.8,Petrol,yes,2011,A4,front,8
Mitsubishi,2800,other,290,2,Petrol,yes,1990,Galant,front,29
VAZ,3900,hatch,121,1.4,Petrol,yes,2008,1119,front,11
Hyundai,5000,van,5,2.5,Diesel,yes,1999,H 200 пасс.,rear,20
Renault,10750,hatch,136,1.5,Diesel,yes,2011,Megane,front,8
Dacia,5550,other,124,1.6,Gas,yes,2007,Logan,front,12
Subaru,4350,vagon,322,2.5,Petrol,yes,1998,Legacy,full,21
Peugeot,12500,hatch,80,1.4,Diesel,yes,2013,208,front,6
BMW,18777,sedan,134,4.4,Petrol,yes,2005,545,rear,14
Volkswagen,1800,sedan,250,NA,Petrol,yes,1991,Jetta,front,28
Moskvich-Izh,750,van,100,1.5,Petrol,yes,1988,2715,rear,31
Subaru,7600,crossover,132,2,Petrol,yes,2005,Forester,full,14
Renault,6400,sedan,51,1.6,Petrol,yes,2011,Logan,front,8
Honda,1750,sedan,193,2,Gas,yes,1988,Accord,front,31
Mitsubishi,17499,crossover,149,3,Gas,yes,2008,Pajero Wagon,full,11
MINI,11950,hatch,150,1.6,Petrol,yes,2008,Cooper S,front,11
BMW,4950,sedan,1,3,Petrol,yes,1996,730,rear,23
Suzuki,8200,crossover,50,1.3,Petrol,yes,1990,Samurai,full,29
Kia,3000,sedan,155,1.3,Gas,yes,2002,Rio,front,17
Skoda,7000,hatch,77,1.4,Petrol,yes,2007,Roomster,front,12
Nissan,6750,hatch,150,1.4,Petrol,yes,2008,Note,front,11
Toyota,9000,crossover,180,1.8,Gas,yes,2003,Matrix,front,16
Mercedes-Benz,13200,van,260,2.2,Diesel,yes,2008,Sprinter 213 пасс.,rear,11
Opel,7800,other,140,NA,Diesel,yes,2008,Astra H,front,11
VAZ,3777,other,70,1.6,Petrol,yes,2007,2110,front,12
Daewoo,2700,sedan,250,1.3,Petrol,yes,2005,Sens,front,14
VAZ,3950,crossover,120,1.7,Gas,yes,2004,2121,full,15
Mitsubishi,6300,sedan,126,1.6,Petrol,yes,2006,Lancer,front,13
Ford,23500,other,5,2.2,Diesel,yes,2014,Ranger,full,5
Honda,9300,crossover,183,2,Petrol,yes,2004,CR-V,full,15
Renault,7300,vagon,200,1.5,Diesel,yes,2008,Megane,front,11
Renault,8350,other,141,1.5,Other,yes,2012,Megane,front,7
Mercedes-Benz,20900,other,250,3.2,Diesel,yes,2007,ML 320,full,12
Hyundai,13000,sedan,6,1.4,Petrol,yes,2012,Accent,front,7
VAZ,537.225,sedan,87,1.5,Petrol,yes,1994,2105,rear,25
GAZ,2400,van,120,2.5,Gas,yes,2008,2752 Соболь,rear,11
